id,DOI,URL,abstract,alternative_id,archive,article_number,container_title,created_date_parts,created_date_time,created_timestamp,deposited_date_parts,deposited_date_time,deposited_timestamp,indexed_date_parts,indexed_date_time,indexed_timestamp,is_referenced_by_count,issue,issued,issued_date_parts,issued_date_time,issued_timestamp,language,member,original_title,page,prefix,published_online_date_parts,published_online_date_time,published_online_timestamp,published_print_date_parts,published_print_date_time,published_print_timestamp,publisher,publisher_location,reference_count,references_count,score,short_container_title,short_title,source,subtitle,title,type,update_policy,volume,fk
43,10.1136/bmj.315.7123.1721,http://dx.doi.org/10.1136/bmj.315.7123.1721,NULL,NULL,NULL,NULL,BMJ,10/27/2011,2011-10-27 23:50:00,1.32E+12,12/24/2016,2016-12-24 17:27:00,1.48E+12,3/24/2020,2020-03-24 21:19:00,1.59E+12,0,7123,NULL,12/20/1997,NULL,NULL,en,239,None,1721-1721,10.1136,NULL,NULL,NULL,12/20/1997,NULL,NULL,BMJ,NULL,0,0,1,BMJ,None,Crossref,None,The session,journal-article,NULL,315,43
44,10.1177/026988119701100406,http://dx.doi.org/10.1177/026988119701100406,NULL,10.1177/026988119701100406,NULL,NULL,Journal of Psychopharmacology,6/2/2008,2008-06-02 21:43:00,1.21E+12,1/11/2018,2018-01-11 05:06:00,1.52E+12,4/13/2020,2020-04-13 01:03:00,1.59E+12,28,4,NULL,1997/7,NULL,NULL,en,179,None,319-324,10.1177,7/2/2016,NULL,NULL,1997/7,NULL,NULL,SAGE Publications,NULL,22,22,1,J Psychopharmacol,None,Crossref,None,Caffeine and the common cold,journal-article,NULL,11,44
45,10.1111/j.1365-2915.1997.tb00416.x,http://dx.doi.org/10.1111/j.1365-2915.1997.tb00416.x,NULL,10.1111/j.1365-2915.1997.tb00416.x,NULL,NULL,Medical and Veterinary Entomology,3/7/2008,2008-03-07 11:17:00,1.2E+12,4/5/2017,2017-04-05 15:10:00,1.49E+12,5/7/2020,2020-05-07 18:24:00,1.59E+12,17,4,NULL,1997/10,NULL,NULL,en,311,None,319-323,10.1111,NULL,NULL,NULL,1997/10,NULL,NULL,Wiley,NULL,0,0,1,Med Vet Entomol,None,Crossref,None,The gecko: an environmentally friendly biological agent for mosquito control,journal-article,NULL,11,45
46,10.1016/s0304-3878(97)00020-5,http://dx.doi.org/10.1016/s0304-3878(97)00020-5,NULL,S0304387897000205,NULL,NULL,Journal of Development Economics,5/13/2003,2003-05-13 00:23:00,1.05E+12,4/22/2019,2019-04-22 13:58:00,1.56E+12,6/2/2020,2020-06-02 13:44:00,1.59E+12,105,2,NULL,1997/8,NULL,NULL,en,78,None,339-371,10.1016,NULL,NULL,NULL,1997/8,NULL,NULL,Elsevier BV,NULL,33,33,1,Journal of Development Economics,None,Crossref,None,An empirical investigation of rationing constraints in rural credit markets in India,journal-article,NULL,53,46
47,10.1287/trsc.31.4.372,http://dx.doi.org/10.1287/trsc.31.4.372,NULL,10.1287/trsc.31.4.372,NULL,NULL,Transportation Science,10/31/2008,2008-10-31 22:50:00,1.23E+12,7/7/2017,2017-07-07 15:44:00,1.50E+12,5/15/2020,2020-05-15 14:32:00,1.59E+12,101,4,NULL,1997/11,NULL,NULL,en,109,None,372-385,10.1287,NULL,NULL,NULL,1997/11,NULL,NULL,Institute for Operations Research and the Management Sciences (INFORMS),NULL,0,0,1,Transportation Science,None,Crossref,None,An Exact Algorithm for the Vehicle Routing Problem with Backhauls,journal-article,NULL,31,47
48,10.1016/s0167-1987(97)00037-8,http://dx.doi.org/10.1016/s0167-1987(97)00037-8,NULL,S0167198797000378,NULL,NULL,Soil and Tillage Research,7/26/2002,2002-07-26 00:22:00,1.03E+12,4/17/2019,2019-04-17 00:55:00,1.56E+12,1/16/2020,2020-01-16 12:46:00,1.58E+12,11,2-Jan,NULL,1997/11,NULL,NULL,en,78,None,109-130,10.1016,NULL,NULL,NULL,1997/11,NULL,NULL,Elsevier BV,NULL,67,67,1,Soil and Tillage Research,None,Crossref,None,Socio-economics of alternative tillage systems,journal-article,NULL,43,48
49,10.1016/s0277-9536(97)00132-9,http://dx.doi.org/10.1016/s0277-9536(97)00132-9,NULL,S0277953697001329,NULL,NULL,Social Science & Medicine,5/13/2003,2003-05-13 03:33:00,1.05E+12,4/29/2019,2019-04-29 12:51:00,1.56E+12,3/6/2020,2020-03-06 00:23:00,1.58E+12,43,1,NULL,1998/1,NULL,NULL,en,78,None,29-38,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,37,37,1,Social Science & Medicine,None,Crossref,None,An economic perspective on policy to reduce antimicrobial resistance,journal-article,NULL,46,49
50,10.1016/s0277-9536(97)00160-3,http://dx.doi.org/10.1016/s0277-9536(97)00160-3,NULL,S0277953697001603,NULL,NULL,Social Science & Medicine,5/19/2003,2003-05-19 19:14:00,1.05E+12,2/4/2020,2020-02-04 16:57:00,1.58E+12,7/4/2020,2020-07-04 10:43:00,1.59E+12,214,2,NULL,1998/1,NULL,NULL,en,78,None,275-286,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,63,63,1,Social Science & Medicine,None,Crossref,None,"How people get into mental health services: Stories of choice, coercion and “muddling through” from “first-timers”",journal-article,NULL,46,50
51,10.1097/00005650-199801000-00011,http://dx.doi.org/10.1097/00005650-199801000-00011,NULL,NULL,NULL,NULL,Medical Care,4/24/2003,2003-04-24 14:05:00,1.05E+12,6/26/2020,2020-06-26 20:02:00,1.59E+12,6/26/2020,2020-06-26 20:40:00,1.59E+12,78,1,NULL,1998/1,NULL,NULL,en,276,None,95-99,10.1097,NULL,NULL,NULL,1998/1,NULL,NULL,Ovid Technologies (Wolters Kluwer Health),NULL,10,10,1,Medical Care,None,Crossref,A Randomized Trial Comparing $2 Bill Versus $5 Bill Incentives,Conducting Physician Mail Surveys on a Limited Budget,journal-article,NULL,36,51
52,10.1073/pnas.94.26.14930,http://dx.doi.org/10.1073/pnas.94.26.14930,NULL,NULL,NULL,NULL,Proceedings of the National Academy of Sciences,7/26/2002,2002-07-26 14:35:00,1.03E+12,3/3/2020,2020-03-03 17:26:00,1.58E+12,6/22/2020,2020-06-22 11:44:00,1.59E+12,786,26,NULL,12/23/1997,NULL,NULL,en,341,None,14930-14935,10.1073,NULL,NULL,NULL,12/23/1997,NULL,NULL,Proceedings of the National Academy of Sciences,NULL,28,28,1,Proceedings of the National Academy of Sciences,None,Crossref,None,Slow and fast dietary proteins differently modulate postprandial protein accretion,journal-article,http://dx.doi.org/10.1073/pnas.cm10313,94,52
53,10.1901/jaba.1997.30-653,http://dx.doi.org/10.1901/jaba.1997.30-653,NULL,NULL,Portico,NULL,Journal of Applied Behavior Analysis,3/1/2006,2006-03-01 22:36:00,1.14E+12,10/3/2019,2019-10-03 13:23:00,1.57E+12,1/24/2020,2020-01-24 09:23:00,1.58E+12,52,4,NULL,1997/12,NULL,NULL,en,311,None,653-672,10.1002,2/27/2013,NULL,NULL,1997/12,NULL,NULL,Wiley,NULL,29,29,1,None,None,Crossref,None,FUNCTIONAL ANALYSIS AND TREATMENT OF ELOPEMENT,journal-article,NULL,30,53
54,10.1901/jaba.1997.30-729,http://dx.doi.org/10.1901/jaba.1997.30-729,NULL,NULL,Portico,NULL,Journal of Applied Behavior Analysis,3/1/2006,2006-03-01 17:36:00,1.14E+12,10/3/2019,2019-10-03 09:21:00,1.57E+12,4/10/2020,2020-04-10 00:47:00,1.59E+12,0,4,NULL,1997/12,NULL,NULL,en,311,None,729-730,10.1002,2/27/2013,NULL,NULL,1997/12,NULL,NULL,Wiley,NULL,2,2,1,None,None,Crossref,None,REVIEW OF THE ESSENTIALS OF CONDITIONING AND LEARNING BY MICHAEL DOMJAN,journal-article,NULL,30,54
55,10.1103/physrevlett.79.5194,http://dx.doi.org/10.1103/physrevlett.79.5194,NULL,NULL,NULL,NULL,Physical Review Letters,7/27/2002,2002-07-27 02:13:00,1.03E+12,6/15/2017,2017-06-15 08:39:00,1.50E+12,7/2/2020,2020-07-02 07:24:00,1.59E+12,244,26,NULL,12/29/1997,NULL,NULL,en,16,None,5194-5197,10.1103,12/29/1997,NULL,NULL,NULL,NULL,NULL,American Physical Society (APS),NULL,13,13,1,Phys. Rev. Lett.,None,Crossref,None,Negative Entropy and Information in Quantum Mechanics,journal-article,NULL,79,55
56,10.1016/s0300-9440(97)00070-2,http://dx.doi.org/10.1016/s0300-9440(97)00070-2,NULL,S0300944097000702,NULL,NULL,Progress in Organic Coatings,7/25/2002,2002-07-25 15:59:00,1.03E+12,4/26/2019,2019-04-26 14:56:00,1.56E+12,3/30/2020,2020-03-30 19:57:00,1.59E+12,24,4-Jan,NULL,1997/12,NULL,NULL,en,78,None,137-142,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,7,7,1,Progress in Organic Coatings,None,Crossref,None,Applications of Michael addition chemistry in coatings technology,journal-article,NULL,32,56
57,10.1056/nejm199801013380104,http://dx.doi.org/10.1056/nejm199801013380104,NULL,10.1056/NEJM199801013380104,NULL,NULL,New England Journal of Medicine,7/27/2002,2002-07-27 12:53:00,1.03E+12,12/17/2017,2017-12-17 00:07:00,1.51E+12,6/18/2020,2020-06-18 14:44:00,1.59E+12,588,1,NULL,1998/1,NULL,NULL,en,150,None,20-24,10.1056,NULL,NULL,NULL,1998/1,NULL,NULL,Massachusetts Medical Society,NULL,10,10,1,N Engl J Med,None,Crossref,None,A Population-Based Study of Seizures after Traumatic Brain Injuries,journal-article,NULL,338,57
58,10.1046/j.1365-2036.1997.00256.x,http://dx.doi.org/10.1046/j.1365-2036.1997.00256.x,NULL,10.1046/j.1365-2036.1997.00256.x,NULL,NULL,Alimentary Pharmacology and Therapeutics,10/15/2003,2003-10-15 02:56:00,1.07E+12,4/5/2017,2017-04-05 15:20:00,1.49E+12,4/7/2020,2020-04-07 22:00:00,1.59E+12,25,6,NULL,1997/11,NULL,NULL,en,311,None,1073-1076,10.1111,NULL,NULL,NULL,1997/11,NULL,NULL,Wiley,NULL,0,0,1,Aliment Pharmacol Ther,None,Crossref,None,Use of a novel electronic data collection system in multicenter studies of irritable bowel syndrome,journal-article,NULL,11,58
59,10.2307/2393652,http://dx.doi.org/10.2307/2393652,NULL,NULL,NULL,NULL,Administrative Science Quarterly,4/18/2006,2006-04-18 21:16:00,1.15E+12,5/8/2018,2018-05-08 21:14:00,1.53E+12,4/26/2020,2020-04-26 11:03:00,1.59E+12,64,4,NULL,1997/12,NULL,NULL,NULL,1121,None,619,10.2307,NULL,NULL,NULL,1997/12,NULL,NULL,JSTOR,NULL,0,0,1,Administrative Science Quarterly,None,Crossref,None,For Love or Money? Commodification and the Construction of an Occupational Mandate,journal-article,NULL,42,59
60,10.1093/jmedent/34.6.579,http://dx.doi.org/10.1093/jmedent/34.6.579,NULL,NULL,NULL,NULL,Journal of Medical Entomology,1/24/2015,2015-01-24 00:12:00,1.42E+12,8/24/2017,2017-08-24 09:56:00,1.50E+12,6/7/2020,2020-06-07 19:43:00,1.59E+12,141,6,NULL,11/1/1997,NULL,NULL,en,286,None,579-588,10.1093,11/1/1997,NULL,NULL,11/1/1997,NULL,NULL,Oxford University Press (OUP),NULL,0,0,1,None,None,Crossref,None,Mosquito (Diptera: Culicidae) Dispersal—The Long and Short of it,journal-article,NULL,34,60
61,10.2337/diacare.21.1.116,http://dx.doi.org/10.2337/diacare.21.1.116,NULL,NULL,NULL,NULL,Diabetes Care,3/5/2007,2007-03-05 22:51:00,1.17E+12,12/23/2016,2016-12-23 04:31:00,1.48E+12,2/7/2020,2020-02-07 08:03:00,1.58E+12,57,1,NULL,1/1/1998,NULL,NULL,en,1167,None,116-120,10.2337,NULL,NULL,NULL,1/1/1998,NULL,NULL,American Diabetes Association,NULL,0,0,1,Diabetes Care,None,Crossref,None,Role of Glycemic Control and Blood Pressure in the Development and Progression of Nephropathy in Elderly Japanese NIDDM Patients,journal-article,http://dx.doi.org/10.2337/crossmarkpolicy,21,61
62,10.1029/97gl03225,http://dx.doi.org/10.1029/97gl03225,NULL,NULL,Portico,NULL,Geophysical Research Letters,2/4/2004,2004-02-04 03:24:00,1.08E+12,3/29/2020,2020-03-29 23:37:00,1.59E+12,3/30/2020,2020-03-30 04:11:00,1.59E+12,8,24,NULL,12/15/1997,NULL,NULL,en,13,None,3105-3108,10.1029,12/15/1997,NULL,NULL,12/15/1997,NULL,NULL,American Geophysical Union (AGU),NULL,17,17,1,Geophys. Res. Lett.,None,Crossref,None,The small-comet hypothesis: An upper limit to the current impact rate on the moon,journal-article,NULL,24,62
63,10.1046/j.1468-2982.1997.1708855.x,http://dx.doi.org/10.1046/j.1468-2982.1997.1708855.x,NULL,10.1046/j.1468-2982.1997.1708855.x,NULL,NULL,Cephalalgia,3/11/2003,2003-03-11 12:01:00,1.05E+12,1/31/2019,2019-01-31 12:33:00,1.55E+12,3/12/2020,2020-03-12 16:43:00,1.58E+12,71,8,NULL,1997/12,NULL,NULL,en,179,None,855-862,10.1177,11/7/2016,NULL,NULL,1997/12,NULL,NULL,SAGE Publications,NULL,45,45,1,Cephalalgia,None,Crossref,None,A Double-Blind Provocative Study Chocolate as A Trigger of Headache,journal-article,NULL,17,63
64,10.1063/1.475423,http://dx.doi.org/10.1063/1.475423,NULL,10.1063/1.475423,NULL,NULL,The Journal of Chemical Physics,7/26/2002,2002-07-26 12:16:00,1.03E+12,12/29/2016,2016-12-29 02:13:00,1.48E+12,5/5/2020,2020-05-05 19:03:00,1.59E+12,112,2,NULL,1/8/1998,NULL,NULL,en,317,None,616-625,10.1063,NULL,NULL,NULL,1/8/1998,NULL,NULL,AIP Publishing,NULL,24,24,1,The Journal of Chemical Physics,None,Crossref,None,A tensor formulation of many-electron theory in a nonorthogonal single-particle basis,journal-article,NULL,108,64
65,10.1016/s0952-8180(97)00194-3,http://dx.doi.org/10.1016/s0952-8180(97)00194-3,NULL,S0952818097001943,NULL,NULL,Journal of Clinical Anesthesia,7/25/2002,2002-07-25 19:30:00,1.03E+12,1/15/2020,2020-01-15 08:07:00,1.58E+12,1/15/2020,2020-01-15 08:40:00,1.58E+12,18,8,NULL,1997/12,NULL,NULL,en,78,None,637-642,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,18,18,1,Journal of Clinical Anesthesia,None,Crossref,None,Ondansetron dose response curve in high-risk pediatric patients,journal-article,NULL,9,65
66,10.1016/s0920-9964(97)00114-x,http://dx.doi.org/10.1016/s0920-9964(97)00114-x,NULL,S092099649700114X,NULL,NULL,Schizophrenia Research,7/26/2002,2002-07-26 00:17:00,1.03E+12,2/4/2020,2020-02-04 16:25:00,1.58E+12,4/28/2020,2020-04-28 02:03:00,1.59E+12,170,3-Feb,NULL,1997/12,NULL,NULL,en,78,None,143-156,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,109,109,1,Schizophrenia Research,None,Crossref,None,The dysplastic net hypothesis: an integration of developmental and dysconnectivity theories of schizophrenia,journal-article,NULL,28,66
67,10.1111/j.1475-4762.1997.tb00036.x,http://dx.doi.org/10.1111/j.1475-4762.1997.tb00036.x,NULL,10.1111/j.1475-4762.1997.tb00036.x,NULL,NULL,Area,7/5/2005,2005-07-05 19:25:00,1.12E+12,3/5/2019,2019-03-05 06:48:00,1.55E+12,4/9/2020,2020-04-09 10:53:00,1.59E+12,4,4,NULL,1997/12,NULL,NULL,en,311,None,344-356,10.1111,NULL,NULL,NULL,1997/12,NULL,NULL,Wiley,NULL,40,40,1,Area,None,Crossref,None,From artificiality to authenticity? The development of dry ski-slopes in England and Wales,journal-article,NULL,29,67
68,10.1021/op970107f,http://dx.doi.org/10.1021/op970107f,NULL,10.1021/op970107f,NULL,NULL,Organic Process Research & Development,7/26/2002,2002-07-26 05:51:00,1.03E+12,9/29/2019,2019-09-29 04:22:00,1.57E+12,4/13/2020,2020-04-13 09:43:00,1.59E+12,83,4,NULL,1997/7,NULL,NULL,en,316,None,311-314,10.1021,NULL,NULL,NULL,1997/7,NULL,NULL,American Chemical Society (ACS),NULL,0,0,1,Org. Process Res. Dev.,None,Crossref,None,Removal of Palladium from Organic Reaction Mixtures by Trimercaptotriazine,journal-article,NULL,1,68
69,10.1016/s0167-4870(97)00026-3,http://dx.doi.org/10.1016/s0167-4870(97)00026-3,NULL,S0167487097000263,NULL,NULL,Journal of Economic Psychology,4/5/2003,2003-04-05 01:27:00,1.05E+12,4/30/2019,2019-04-30 11:20:00,1.56E+12,6/30/2020,2020-06-30 20:25:00,1.59E+12,589,6,NULL,1997/11,NULL,NULL,en,78,None,605-628,10.1016,NULL,NULL,NULL,1997/11,NULL,NULL,Elsevier BV,NULL,33,33,1,Journal of Economic Psychology,None,Crossref,None,Gender differences in risk behaviour in financial decision-making: An experimental analysis,journal-article,NULL,18,69
70,10.2519/jospt.1998.27.1.16,http://dx.doi.org/10.2519/jospt.1998.27.1.16,NULL,10.2519/jospt.1998.27.1.16,NULL,NULL,Journal of Orthopaedic & Sports Physical Therapy,8/30/2013,2013-08-30 09:18:00,1.38E+12,6/21/2017,2017-06-21 21:00:00,1.50E+12,3/29/2020,2020-03-29 13:54:00,1.59E+12,63,1,NULL,1998/1,NULL,NULL,en,1394,None,16-21,10.2519,NULL,NULL,NULL,1998/1,NULL,NULL,Journal of Orthopaedic & Sports Physical Therapy (JOSPT),NULL,22,22,1,J Orthop Sports Phys Ther,None,Crossref,None,Adverse Neural Tension: A Factor in Repetitive Hamstring Strain?,journal-article,NULL,27,70
71,10.1016/s0009-2614(97)01204-9,http://dx.doi.org/10.1016/s0009-2614(97)01204-9,NULL,S0009261497012049,NULL,NULL,Chemical Physics Letters,7/25/2002,2002-07-25 19:01:00,1.03E+12,4/23/2019,2019-04-23 04:50:00,1.56E+12,3/30/2020,2020-03-30 21:09:00,1.59E+12,14,3-Jan,NULL,1997/12,NULL,NULL,en,78,None,157-160,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,15,15,1,Chemical Physics Letters,None,Crossref,None,Are the Bader Laplacian and the Bohm quantum potential equivalent?,journal-article,NULL,281,71
72,10.1177/016224399802300102,http://dx.doi.org/10.1177/016224399802300102,NULL,10.1177/016224399802300102,NULL,NULL,"Science, Technology, & Human Values",3/11/2007,2007-03-11 08:44:00,1.17E+12,4/26/2019,2019-04-26 02:04:00,1.56E+12,4/11/2020,2020-04-11 12:28:00,1.59E+12,73,1,NULL,1998/1,NULL,NULL,en,179,None,24-44,10.1177,8/18/2016,NULL,NULL,1998/1,NULL,NULL,SAGE Publications,NULL,57,57,1,"Science, Technology, & Human Values",None,Crossref,None,Anthropology and the Cultural Study of Science,journal-article,NULL,23,72
73,10.1119/1.18809,http://dx.doi.org/10.1119/1.18809,NULL,10.1119/1.18809,NULL,NULL,American Journal of Physics,9/12/2005,2005-09-12 19:42:00,1.13E+12,12/26/2016,2016-12-26 04:29:00,1.48E+12,7/4/2020,2020-07-04 07:43:00,1.59E+12,1824,1,NULL,1998/1,NULL,NULL,en,3,None,64-74,10.1119,NULL,NULL,NULL,1998/1,NULL,NULL,American Association of Physics Teachers (AAPT),NULL,0,0,1,American Journal of Physics,None,Crossref,None,Interactive-engagement versus traditional methods: A six-thousand-student survey of mechanics test data for introductory physics courses,journal-article,NULL,66,73
74,10.2105/ajph.87.12.2032,http://dx.doi.org/10.2105/ajph.87.12.2032,NULL,10.2105/AJPH.87.12.2032,NULL,NULL,American Journal of Public Health,11/29/2008,2008-11-29 13:30:00,1.23E+12,5/12/2020,2020-05-12 06:15:00,1.59E+12,5/12/2020,2020-05-12 06:40:00,1.59E+12,122,12,NULL,1997/12,NULL,NULL,en,844,None,2032-2035,10.2105,NULL,NULL,NULL,1997/12,NULL,NULL,American Public Health Association,NULL,7,7,1,Am J Public Health,None,Crossref,None,"Cryptosporidiosis-associated mortality following a massive waterborne outbreak in Milwaukee, Wisconsin.",journal-article,NULL,87,74
75,10.1139/m97-147,http://dx.doi.org/10.1139/m97-147,"<jats:p>The bacterial populations associated with different plant and fungal habitats of intact Pinus sylvestris – Suillus bovinus or Pinus sylvestris – Paxillus involutus ectomycorrhizospheres grown in natural forest soil were examined by scanning and transmission electron microscopy. Surfaces of nonmycorrhizal Pinus sylvestris roots hosted large numbers of morphologically distinct bacteria. Bacteria were detected on the mantle surfaces and at inter- and intra-cellular locations in the mantle and Hartig net of Suillus bovinus mycorrhizas. The fungal strands were colonized by only a few bacteria unlike the outermost external fine hyphae on which extensive monolayers of bacteria were attached. The mycorrhizas of Paxillus involutus were mostly devoid of bacteria, but the intact external mycelium supported both bacterial colonies and solitary bacteria. Intracellular bacteria were not present in Paxillus involutus hyphae. In both mycorrhizal systems, bacterial aggregation and attachment to hyphae were mediated with electron-dense or -translucent material. Our study shows that the Pinus sylvestris mycorrhizospheres formed by two different ectomycorrhizal fungi are clearly dissimilar habitats for mycorrhizosphere-associated bacteria. Additionally, the spatially and physiologically defined mycorrhizosphere habitats were shown to host distinct populations of bacteria.Key words: ectomycorrhiza, intracellular bacteria, Paxillus involutus, soil bacteria, Suillus bovinus.</jats:p>",10.1139/m97-147,NULL,NULL,Canadian Journal of Microbiology,2/2/2010,2010-02-02 16:10:00,1.27E+12,5/27/2020,2020-05-27 08:08:00,1.59E+12,5/27/2020,2020-05-27 08:40:00,1.59E+12,79,11,NULL,11/1/1997,NULL,NULL,en,155,None,1017-1035,10.1139,NULL,NULL,NULL,11/1/1997,NULL,NULL,Canadian Science Publishing,NULL,50,50,1,Can. J. Microbiol.,None,Crossref,None,Bacterial colonization patterns of intactPinus sylvestrismycorrhizospheres in dry pine forest soil: an electron microscopy study,journal-article,NULL,43,75
76,10.1016/s0092-8674(00)80493-6,http://dx.doi.org/10.1016/s0092-8674(00)80493-6,NULL,S0092867400804936,NULL,NULL,Cell,4/10/2004,2004-04-10 09:39:00,1.08E+12,2/14/2019,2019-02-14 05:57:00,1.55E+12,7/3/2020,2020-07-03 00:24:00,1.59E+12,910,7,NULL,1997/12,NULL,NULL,en,78,None,1033-1042,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,69,69,1,Cell,None,Crossref,None,Extrachromosomal rDNA Circles— A Cause of Aging in Yeast,journal-article,NULL,91,76
77,10.1016/s0921-8009(97)00032-3,http://dx.doi.org/10.1016/s0921-8009(97)00032-3,NULL,S0921800997000323,NULL,NULL,Ecological Economics,7/25/2002,2002-07-25 12:12:00,1.03E+12,1/8/2020,2020-01-08 10:10:00,1.58E+12,6/19/2020,2020-06-19 15:03:00,1.59E+12,144,1,NULL,1998/1,NULL,NULL,en,78,None,103-118,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,29,29,1,Ecological Economics,None,Crossref,None,Towards sustainable city policy: an economy-environment technology nexus,journal-article,NULL,24,77
78,10.1016/s0016-7061(97)00082-7,http://dx.doi.org/10.1016/s0016-7061(97)00082-7,NULL,S0016706197000827,NULL,NULL,Geoderma,7/25/2002,2002-07-25 19:20:00,1.03E+12,4/22/2019,2019-04-22 19:50:00,1.56E+12,1/17/2020,2020-01-17 19:23:00,1.58E+12,141,2-Jan,NULL,1997/12,NULL,NULL,en,78,None,75-90,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,11,11,1,Geoderma,None,Crossref,None,Simulating trends in soil organic carbon in long-term experiments using the century model,journal-article,NULL,81,78
79,10.2307/345106,http://dx.doi.org/10.2307/345106,NULL,NULL,NULL,NULL,Hispania,5/4/2006,2006-05-04 12:30:00,1.15E+12,5/8/2018,2018-05-08 21:36:00,1.53E+12,4/10/2020,2020-04-10 07:15:00,1.59E+12,0,4,NULL,1997/12,NULL,NULL,NULL,1121,None,848,10.2307,NULL,NULL,NULL,1997/12,NULL,NULL,JSTOR,NULL,0,0,1,Hispania,None,Crossref,None,Enfocando la competencia linguistica: concienciacion gramatical,journal-article,NULL,80,79
80,10.1051/jp1:1997166,http://dx.doi.org/10.1051/jp1:1997166,NULL,jp1v7p1723,NULL,NULL,Journal de Physique I,8/5/2003,2003-08-05 10:23:00,1.06E+12,1/11/2017,2017-01-11 10:58:00,1.48E+12,4/7/2020,2020-04-07 18:21:00,1.59E+12,19,12,NULL,1997/12,NULL,NULL,NULL,250,None,1723-1732,10.1051,NULL,NULL,NULL,1997/12,NULL,NULL,EDP Sciences,NULL,0,0,1,J. Phys. I France,None,Crossref,None,Scaling Behavior in the Stable Marriage Problem,journal-article,NULL,7,80
81,10.1103/physreva.57.120,http://dx.doi.org/10.1103/physreva.57.120,NULL,NULL,NULL,NULL,Physical Review A,7/27/2002,2002-07-27 01:39:00,1.03E+12,6/15/2017,2017-06-15 08:21:00,1.50E+12,7/4/2020,2020-07-04 00:45:00,1.59E+12,4706,1,NULL,1/1/1998,NULL,NULL,en,16,None,120-126,10.1103,1/1/1998,NULL,NULL,NULL,NULL,NULL,American Physical Society (APS),NULL,28,28,1,Phys. Rev. A,None,Crossref,None,Quantum computation with quantum dots,journal-article,NULL,57,81
82,10.1093/ageing/26.suppl_2.3,http://dx.doi.org/10.1093/ageing/26.suppl_2.3,NULL,NULL,NULL,NULL,Age and Ageing,4/5/2012,2012-04-05 22:41:00,1.33E+12,8/22/2017,2017-08-22 13:10:00,1.50E+12,5/6/2020,2020-05-06 13:23:00,1.59E+12,166,suppl 2,NULL,1/1/1997,NULL,NULL,en,286,None,12-Mar,10.1093,NULL,NULL,NULL,1/1/1997,NULL,NULL,Oxford University Press (OUP),NULL,0,0,1,Age and Ageing,None,Crossref,None,Nursing Homes in 10 Nations: A Comparison Between Countries and Settings,journal-article,NULL,26,82
83,10.1056/nejm199801083380204,http://dx.doi.org/10.1056/nejm199801083380204,NULL,10.1056/NEJM199801083380204,NULL,NULL,New England Journal of Medicine,7/27/2002,2002-07-27 12:53:00,1.03E+12,12/17/2017,2017-12-17 00:42:00,1.51E+12,7/2/2020,2020-07-02 16:04:00,1.59E+12,343,2,NULL,1/8/1998,NULL,NULL,en,150,None,94-99,10.1056,NULL,NULL,NULL,1/8/1998,NULL,NULL,Massachusetts Medical Society,NULL,20,20,1,N Engl J Med,None,Crossref,None,Effects of Walking on Mortality among Nonsmoking Retired Men,journal-article,NULL,338,83
84,10.1021/cr960003n,http://dx.doi.org/10.1021/cr960003n,NULL,10.1021/cr960003n,NULL,NULL,Chemical Reviews,7/26/2002,2002-07-26 05:07:00,1.03E+12,9/29/2019,2019-09-29 02:54:00,1.57E+12,3/31/2020,2020-03-31 00:57:00,1.59E+12,115,8,NULL,1997/12,NULL,NULL,en,316,None,3061-3082,10.1021,NULL,NULL,NULL,1997/12,NULL,NULL,American Chemical Society (ACS),NULL,0,0,1,Chem. Rev.,None,Crossref,None,Electrochemical Carbon,journal-article,NULL,97,84
85,10.1007/s000180050109,http://dx.doi.org/10.1007/s000180050109,NULL,QUG3H3X4MN05PFV6,NULL,NULL,Cellular and Molecular Life Sciences (CMLS),8/25/2002,2002-08-25 05:39:00,1.03E+12,5/22/2019,2019-05-22 14:30:00,1.56E+12,4/8/2020,2020-04-08 21:03:00,1.59E+12,29,12-Nov,NULL,12/1/1997,NULL,NULL,NULL,297,None,904-910,10.1007,NULL,NULL,NULL,12/1/1997,NULL,NULL,Springer Science and Business Media LLC,NULL,0,0,1,Cellular and Molecular Life Sciences (CMLS),None,Crossref,None,Transduction of antibiotic resistance markers among Actinobacillus actinomycetemcomitans strains by temperate bacteriophages Aa ? 23,journal-article,NULL,53,85
